date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,has_shootout,shootout_winner,goalscorers_rows,penalty_goals_count,own_goals_count,fixture_id,league_id,season,source,home_team_norm,away_team_norm,home_rank_position,home_rank_points,away_rank_position,away_rank_points,rank_points_diff
2024-11-14,Kazakhstan,Austria,0.0,2.0,UEFA Nations League,,,,False,,0,0,0,1172923,5,2024,api_football,Kazakhstan,Austria,114.0,1173.0,24.0,1585.51,-412.51
2024-11-14,Armenia,Faroe Islands,0.0,1.0,UEFA Nations League,,,,False,,0,0,0,1173015,5,2024,api_football,Armenia,Faroe Islands,105.0,1196.08,125.0,1135.42,60.659999999999854
2024-11-14,Belgium,Italy,0.0,1.0,UEFA Nations League,,,,False,,0,0,0,1172971,5,2024,api_football,Belgium,Italy,9.0,1730.71,12.0,1702.06,28.65000000000009
2024-11-14,France,Israel,0.0,0.0,UEFA Nations League,,,,False,,0,0,0,1172972,5,2024,api_football,France,Israel,3.0,1870.0,76.0,1328.14,541.8599999999999
2024-11-14,Rep. Of Ireland,Finland,1.0,0.0,UEFA Nations League,,,,False,,0,0,0,1172925,5,2024,api_football,Rep. Of Ireland,Finland,,,75.0,1341.81,
2024-11-14,Slovenia,Norway,1.0,4.0,UEFA Nations League,,,,False,,0,0,0,1172926,5,2024,api_football,Slovenia,Norway,57.0,1447.31,32.0,1553.14,-105.83000000000015
2024-11-14,FYR Macedonia,Latvia,1.0,0.0,UEFA Nations League,,,,False,,0,0,0,1173016,5,2024,api_football,FYR Macedonia,Latvia,,,139.0,1082.68,
2024-11-14,Greece,England,0.0,3.0,UEFA Nations League,,,,False,,0,0,0,1172924,5,2024,api_football,Greece,England,46.0,1480.38,4.0,1834.12,-353.7399999999998
2024-11-15,Cyprus,Lithuania,2.0,1.0,UEFA Nations League,,,,False,,0,0,0,1189859,5,2024,api_football,Cyprus,Lithuania,128.0,1128.5,146.0,1056.34,72.16000000000008
2024-11-15,Switzerland,Serbia,1.0,1.0,UEFA Nations League,,,,False,,0,0,0,1172976,5,2024,api_football,Switzerland,Serbia,18.0,1654.69,39.0,1506.34,148.35000000000014
2024-11-15,Denmark,Spain,1.0,2.0,UEFA Nations League,,,,False,,0,0,0,1172975,5,2024,api_football,Denmark,Spain,21.0,1616.75,1.0,1877.18,-260.43000000000006
2024-11-15,Portugal,Poland,5.0,1.0,UEFA Nations League,,,,False,,0,0,0,1172973,5,2024,api_football,Portugal,Poland,6.0,1760.38,34.0,1532.04,228.34000000000015
2024-11-15,Northern Ireland,Belarus,2.0,0.0,UEFA Nations League,,,,False,,0,0,0,1173019,5,2024,api_football,Northern Ireland,Belarus,69.0,1366.02,98.0,1227.09,138.93000000000006
2024-11-15,Romania,Kosovo,3.0,0.0,UEFA Nations League,,,,False,,0,0,0,1173017,5,2024,api_football,Romania,Kosovo,49.0,1465.78,79.0,1308.84,156.94000000000005
2024-11-15,Luxembourg,Bulgaria,0.0,1.0,UEFA Nations League,,,,False,,0,0,0,1173018,5,2024,api_football,Luxembourg,Bulgaria,102.0,1218.91,87.0,1272.19,-53.27999999999997
2024-11-15,Scotland,Croatia,1.0,0.0,UEFA Nations League,,,,False,,0,0,0,1172974,5,2024,api_football,Scotland,Croatia,38.0,1506.77,11.0,1716.88,-210.11000000000013
2024-11-15,San Marino,Gibraltar,1.0,1.0,UEFA Nations League,,,,False,,0,0,0,1189864,5,2024,api_football,San Marino,Gibraltar,210.0,726.03,202.0,818.03,-92.0
2024-11-16,Azerbaijan,Estonia,0.0,0.0,UEFA Nations League,,,,False,,0,0,0,1173020,5,2024,api_football,Azerbaijan,Estonia,127.0,1132.97,129.0,1123.11,9.860000000000127
2024-11-16,Turkey,Wales,0.0,0.0,UEFA Nations League,,,,False,,0,0,0,1172929,5,2024,api_football,Trkiye,Wales,25.0,1582.69,35.0,1529.71,52.98000000000002
2024-11-16,Georgia,Ukraine,1.0,1.0,UEFA Nations League,,,,False,,0,0,0,1172927,5,2024,api_football,Georgia,Ukraine,73.0,1347.88,30.0,1557.47,-209.58999999999992
2024-11-16,Montenegro,Iceland,0.0,2.0,UEFA Nations League,,,,False,,0,0,0,1172928,5,2024,api_football,Montenegro,Iceland,82.0,1297.09,74.0,1344.72,-47.63000000000011
2024-11-16,Andorra,Moldova,0.0,1.0,UEFA Nations League,,,,False,,0,0,0,1173034,5,2024,api_football,Andorra,Moldova,172.0,949.44,158.0,1012.64,-63.19999999999993
2024-11-16,Sweden,Slovakia,2.0,1.0,UEFA Nations League,,,,False,,0,0,0,1173021,5,2024,api_football,Sweden,Slovakia,42.0,1487.13,44.0,1485.65,1.4800000000000182
2024-11-16,Germany,Bosnia & Herzegovina,7.0,0.0,UEFA Nations League,,,,False,,0,0,0,1172977,5,2024,api_football,Germany,Bosnia & Herzegovina,10.0,1724.15,,,
2024-11-16,Albania,Czech Republic,0.0,0.0,UEFA Nations League,,,,False,,0,0,0,1172930,5,2024,api_football,Albania,Czech Republic,63.0,1401.07,,,
2024-11-16,Netherlands,Hungary,4.0,0.0,UEFA Nations League,,,,False,,0,0,0,1172978,5,2024,api_football,Netherlands,Hungary,7.0,1756.27,41.0,1496.29,259.98
2024-11-17,Latvia,Armenia,1.0,2.0,UEFA Nations League,,,,False,,0,0,0,1173022,5,2024,api_football,Latvia,Armenia,139.0,1082.68,105.0,1196.08,-113.39999999999986
2024-11-17,FYR Macedonia,Faroe Islands,1.0,0.0,UEFA Nations League,,,,False,,0,0,0,1173023,5,2024,api_football,FYR Macedonia,Faroe Islands,,,125.0,1135.42,
2024-11-17,England,Rep. Of Ireland,5.0,0.0,UEFA Nations League,,,,False,,0,0,0,1172931,5,2024,api_football,England,Rep. Of Ireland,4.0,1834.12,,,
2024-11-17,Austria,Slovenia,1.0,1.0,UEFA Nations League,,,,False,,0,0,0,1172933,5,2024,api_football,Austria,Slovenia,24.0,1585.51,57.0,1447.31,138.20000000000005
2024-11-17,Norway,Kazakhstan,5.0,0.0,UEFA Nations League,,,,False,,0,0,0,1172934,5,2024,api_football,Norway,Kazakhstan,32.0,1553.14,114.0,1173.0,380.1400000000001
2024-11-17,Finland,Greece,0.0,2.0,UEFA Nations League,,,,False,,0,0,0,1172932,5,2024,api_football,Finland,Greece,75.0,1341.81,46.0,1480.38,-138.57000000000016
2024-11-17,Italy,France,1.0,3.0,UEFA Nations League,,,,False,,0,0,0,1172980,5,2024,api_football,Italy,France,12.0,1702.06,3.0,1870.0,-167.94000000000005
2024-11-17,Israel,Belgium,1.0,0.0,UEFA Nations League,,,,False,,0,0,0,1172979,5,2024,api_football,Israel,Belgium,76.0,1328.14,9.0,1730.71,-402.56999999999994
2024-11-18,Croatia,Portugal,1.0,1.0,UEFA Nations League,,,,False,,0,0,0,1172981,5,2024,api_football,Croatia,Portugal,11.0,1716.88,6.0,1760.38,-43.5
2024-11-18,Spain,Switzerland,3.0,2.0,UEFA Nations League,,,,False,,0,0,0,1172984,5,2024,api_football,Spain,Switzerland,1.0,1877.18,18.0,1654.69,222.49
2024-11-18,Serbia,Denmark,0.0,0.0,UEFA Nations League,,,,False,,0,0,0,1172983,5,2024,api_football,Serbia,Denmark,39.0,1506.34,21.0,1616.75,-110.41000000000008
2024-11-18,Poland,Scotland,1.0,2.0,UEFA Nations League,,,,False,,0,0,0,1172982,5,2024,api_football,Poland,Scotland,34.0,1532.04,38.0,1506.77,25.269999999999982
2024-11-18,Romania,Cyprus,4.0,1.0,UEFA Nations League,,,,False,,0,0,0,1173024,5,2024,api_football,Romania,Cyprus,49.0,1465.78,128.0,1128.5,337.28
2024-11-18,Luxembourg,Northern Ireland,2.0,2.0,UEFA Nations League,,,,False,,0,0,0,1173026,5,2024,api_football,Luxembourg,Northern Ireland,102.0,1218.91,69.0,1366.02,-147.1099999999999
2024-11-18,Bulgaria,Belarus,1.0,1.0,UEFA Nations League,,,,False,,0,0,0,1173025,5,2024,api_football,Bulgaria,Belarus,87.0,1272.19,98.0,1227.09,45.100000000000136
2024-11-18,Liechtenstein,San Marino,1.0,3.0,UEFA Nations League,,,,False,,0,0,0,1173035,5,2024,api_football,Liechtenstein,San Marino,205.0,799.8,210.0,726.03,73.76999999999998
2024-11-18,Kosovo,Lithuania,1.0,0.0,UEFA Nations League,,,,False,,0,0,0,1189860,5,2024,api_football,Kosovo,Lithuania,79.0,1308.84,146.0,1056.34,252.5
2024-11-19,Sweden,Azerbaijan,6.0,0.0,UEFA Nations League,,,,False,,0,0,0,1173028,5,2024,api_football,Sweden,Azerbaijan,42.0,1487.13,127.0,1132.97,354.1600000000001
2024-11-19,Wales,Iceland,4.0,1.0,UEFA Nations League,,,,False,,0,0,0,1172938,5,2024,api_football,Wales,Iceland,35.0,1529.71,74.0,1344.72,184.99
2024-11-19,Hungary,Germany,1.0,1.0,UEFA Nations League,,,,False,,0,0,0,1172986,5,2024,api_football,Hungary,Germany,41.0,1496.29,10.0,1724.15,-227.86000000000013
2024-11-19,Czech Republic,Georgia,2.0,1.0,UEFA Nations League,,,,False,,0,0,0,1172936,5,2024,api_football,Czech Republic,Georgia,,,73.0,1347.88,
2024-11-19,Slovakia,Estonia,1.0,0.0,UEFA Nations League,,,,False,,0,0,0,1173027,5,2024,api_football,Slovakia,Estonia,44.0,1485.65,129.0,1123.11,362.5400000000002
2024-11-19,Albania,Ukraine,1.0,2.0,UEFA Nations League,,,,False,,0,0,0,1172935,5,2024,api_football,Albania,Ukraine,63.0,1401.07,30.0,1557.47,-156.4000000000001
2024-11-19,Montenegro,Turkey,3.0,1.0,UEFA Nations League,,,,False,,0,0,0,1172937,5,2024,api_football,Montenegro,Trkiye,82.0,1297.09,25.0,1582.69,-285.60000000000014
2024-11-19,Malta,Andorra,0.0,0.0,UEFA Nations League,,,,False,,0,0,0,1173036,5,2024,api_football,Malta,Andorra,161.0,996.59,172.0,949.44,47.14999999999998
2024-11-19,Bosnia & Herzegovina,Netherlands,1.0,1.0,UEFA Nations League,,,,False,,0,0,0,1172985,5,2024,api_football,Bosnia & Herzegovina,Netherlands,,,7.0,1756.27,
2025-03-20,Turkey,Hungary,3.0,1.0,UEFA Nations League,,,,False,,0,0,0,1316553,5,2024,api_football,Trkiye,Hungary,25.0,1582.69,41.0,1496.29,86.40000000000009
2025-03-20,Armenia,Georgia,0.0,3.0,UEFA Nations League,,,,False,,0,0,0,1316565,5,2024,api_football,Armenia,Georgia,105.0,1196.08,73.0,1347.88,-151.80000000000018
2025-03-20,Croatia,France,2.0,0.0,UEFA Nations League,,,,False,,0,0,0,1316547,5,2024,api_football,Croatia,France,11.0,1716.88,3.0,1870.0,-153.1199999999999
2025-03-20,Denmark,Portugal,1.0,0.0,UEFA Nations League,,,,False,,0,0,0,1316549,5,2024,api_football,Denmark,Portugal,21.0,1616.75,6.0,1760.38,-143.6300000000001
2025-03-20,Italy,Germany,1.0,2.0,UEFA Nations League,,,,False,,0,0,0,1316551,5,2024,api_football,Italy,Germany,12.0,1702.06,10.0,1724.15,-22.090000000000146
2025-03-20,Ukraine,Belgium,3.0,1.0,UEFA Nations League,,,,False,,0,0,0,1316555,5,2024,api_football,Ukraine,Belgium,30.0,1557.47,9.0,1730.71,-173.24
2025-03-20,Slovakia,Slovenia,0.0,0.0,UEFA Nations League,,,,False,,0,0,0,1316567,5,2024,api_football,Slovakia,Slovenia,44.0,1485.65,57.0,1447.31,38.340000000000146
2025-03-20,Austria,Serbia,1.0,1.0,UEFA Nations League,,,,False,,0,0,0,1316557,5,2024,api_football,Austria,Serbia,24.0,1585.51,39.0,1506.34,79.17000000000007
2025-03-20,Bulgaria,Rep. Of Ireland,1.0,2.0,UEFA Nations League,,,,False,,0,0,0,1316563,5,2024,api_football,Bulgaria,Rep. Of Ireland,87.0,1272.19,,,
2025-03-20,Kosovo,Iceland,2.0,1.0,UEFA Nations League,,,,False,,0,0,0,1316561,5,2024,api_football,Kosovo,Iceland,79.0,1308.84,74.0,1344.72,-35.88000000000011
2025-03-20,Greece,Scotland,0.0,1.0,UEFA Nations League,,,,False,,0,0,0,1316559,5,2024,api_football,Greece,Scotland,46.0,1480.38,38.0,1506.77,-26.389999999999873
2025-03-20,Netherlands,Spain,2.0,2.0,UEFA Nations League,,,,False,,0,0,0,1316545,5,2024,api_football,Netherlands,Spain,7.0,1756.27,1.0,1877.18,-120.91000000000008
2025-03-23,Georgia,Armenia,6.0,1.0,UEFA Nations League,,,,False,,0,0,0,1316566,5,2024,api_football,Georgia,Armenia,73.0,1347.88,105.0,1196.08,151.80000000000018
2025-03-23,Serbia,Austria,2.0,0.0,UEFA Nations League,,,,False,,0,0,0,1316558,5,2024,api_football,Serbia,Austria,39.0,1506.34,24.0,1585.51,-79.17000000000007
2025-03-23,Iceland,Kosovo,1.0,3.0,UEFA Nations League,,,,False,,0,0,0,1316562,5,2024,api_football,Iceland,Kosovo,74.0,1344.72,79.0,1308.84,35.88000000000011
2025-03-23,Hungary,Turkey,0.0,3.0,UEFA Nations League,,,,False,,0,0,0,1316554,5,2024,api_football,Hungary,Trkiye,41.0,1496.29,25.0,1582.69,-86.40000000000009
2025-03-23,Slovenia,Slovakia,1.0,0.0,UEFA Nations League,,,,False,,0,0,0,1316568,5,2024,api_football,Slovenia,Slovakia,57.0,1447.31,44.0,1485.65,-38.340000000000146
2025-03-23,Scotland,Greece,0.0,3.0,UEFA Nations League,,,,False,,0,0,0,1316560,5,2024,api_football,Scotland,Greece,38.0,1506.77,46.0,1480.38,26.389999999999873
2025-03-23,Belgium,Ukraine,3.0,0.0,UEFA Nations League,,,,False,,0,0,0,1316556,5,2024,api_football,Belgium,Ukraine,9.0,1730.71,30.0,1557.47,173.24
2025-03-23,France,Croatia,2.0,0.0,UEFA Nations League,,,,False,,0,0,0,1316548,5,2024,api_football,France,Croatia,3.0,1870.0,11.0,1716.88,153.1199999999999
2025-03-23,Spain,Netherlands,3.0,3.0,UEFA Nations League,,,,False,,0,0,0,1316546,5,2024,api_football,Spain,Netherlands,1.0,1877.18,7.0,1756.27,120.91000000000008
2025-03-23,Germany,Italy,3.0,3.0,UEFA Nations League,,,,False,,0,0,0,1316552,5,2024,api_football,Germany,Italy,10.0,1724.15,12.0,1702.06,22.090000000000146
2025-03-23,Portugal,Denmark,5.0,2.0,UEFA Nations League,,,,False,,0,0,0,1316550,5,2024,api_football,Portugal,Denmark,6.0,1760.38,21.0,1616.75,143.6300000000001
2025-03-23,Rep. Of Ireland,Bulgaria,2.0,1.0,UEFA Nations League,,,,False,,0,0,0,1316564,5,2024,api_football,Rep. Of Ireland,Bulgaria,,,87.0,1272.19,
2025-06-04,Germany,Portugal,1.0,2.0,UEFA Nations League,,,,False,,0,0,0,1366136,5,2024,api_football,Germany,Portugal,10.0,1724.15,6.0,1760.38,-36.23000000000002
2025-06-05,Spain,France,5.0,4.0,UEFA Nations League,,,,False,,0,0,0,1366137,5,2024,api_football,Spain,France,1.0,1877.18,3.0,1870.0,7.180000000000064
2025-06-08,Germany,France,0.0,2.0,UEFA Nations League,,,,False,,0,0,0,1377653,5,2024,api_football,Germany,France,10.0,1724.15,3.0,1870.0,-145.8499999999999
2025-06-08,Portugal,Spain,2.0,2.0,UEFA Nations League,,,,False,,0,0,0,1377654,5,2024,api_football,Portugal,Spain,6.0,1760.38,1.0,1877.18,-116.79999999999995
2026-03-26,Gibraltar,Latvia,,,UEFA Nations League,,,,False,,0,0,0,1316569,5,2024,api_football,Gibraltar,Latvia,202.0,818.03,139.0,1082.68,-264.6500000000001
2026-03-26,Malta,Luxembourg,,,UEFA Nations League,,,,False,,0,0,0,1316571,5,2024,api_football,Malta,Luxembourg,161.0,996.59,102.0,1218.91,-222.32000000000005
2026-03-31,Latvia,Gibraltar,,,UEFA Nations League,,,,False,,0,0,0,1316570,5,2024,api_football,Latvia,Gibraltar,139.0,1082.68,202.0,818.03,264.6500000000001
2026-03-31,Luxembourg,Malta,,,UEFA Nations League,,,,False,,0,0,0,1316572,5,2024,api_football,Luxembourg,Malta,102.0,1218.91,161.0,996.59,222.32000000000005
2021-03-25,Nicaragua,St. Lucia,,,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592670,31,2022,api_football,Nicaragua,St. Lucia,131.0,1116.86,,,
2021-03-28,St. Lucia,Haiti,,,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592688,31,2022,api_football,St. Lucia,Haiti,,,83.0,1294.49,
2021-06-02,St. Lucia,Turks and Caicos Islands,,,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592700,31,2022,api_football,St. Lucia,Turks and Caicos Islands,,,204.0,803.98,
2021-06-08,Belize,St. Lucia,,,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592724,31,2022,api_football,Belize,St. Lucia,181.0,910.74,,,
2021-03-23,Antigua and Barbuda,Montserrat,2.0,2.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592666,31,2022,api_football,Antigua and Barbuda,Montserrat,165.0,986.58,175.0,916.75,69.83000000000004
2021-03-23,Suriname,Cayman Islands,3.0,0.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592667,31,2022,api_football,Suriname,Cayman Islands,123.0,1140.54,195.0,851.74,288.79999999999995
2021-03-24,St. Kitts and Nevis,Puerto Rico,1.0,0.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592671,31,2022,api_football,St. Kitts and Nevis,Puerto Rico,,,156.0,1020.07,
2021-03-24,Curaçao,St. Vincent / Grenadines,5.0,0.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592674,31,2022,api_football,Curaao,St. Vincent / Grenadines,81.0,1302.7,,,
2021-03-24,Dominican Republic,Dominica,1.0,0.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592669,31,2022,api_football,Dominican Republic,Dominica,142.0,1077.49,183.0,901.37,176.12
2021-03-25,Guatemala,Cuba,1.0,0.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592668,31,2022,api_football,Guatemala,Cuba,94.0,1245.77,166.0,980.49,265.28
2021-03-25,Haiti,Belize,2.0,0.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592676,31,2022,api_football,Haiti,Belize,83.0,1294.49,181.0,910.74,383.75
2021-03-25,Trinidad and Tobago,Guyana,3.0,0.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592677,31,2022,api_football,Trinidad and Tobago,Guyana,97.0,1227.32,151.0,1041.9,185.41999999999985
2021-03-26,Panama,Barbados,1.0,0.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592675,31,2022,api_football,Panama,Barbados,33.0,1540.43,178.0,914.42,626.0100000000001
2021-03-26,Canada,Bermuda,5.0,1.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592673,31,2022,api_football,Canada,Bermuda,29.0,1559.15,169.0,976.87,582.2800000000001
2021-03-26,El Salvador,Grenada,2.0,0.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592672,31,2022,api_football,El Salvador,Grenada,99.0,1226.65,164.0,989.59,237.06000000000006
2021-03-26,Anguilla,Dominican Republic,0.0,6.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592681,31,2022,api_football,Anguilla,Dominican Republic,209.0,759.78,142.0,1077.49,-317.71000000000004
2021-03-26,British Virgin Islands,Guatemala,0.0,3.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592680,31,2022,api_football,British Virgin Islands,Guatemala,208.0,776.54,94.0,1245.77,-469.23
2021-03-27,Turks and Caicos Islands,Nicaragua,0.0,7.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592682,31,2022,api_football,Turks and Caicos Islands,Nicaragua,204.0,803.98,131.0,1116.86,-312.8799999999999
2021-03-27,Bahamas,St. Kitts and Nevis,0.0,4.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592683,31,2022,api_football,Bahamas,St. Kitts and Nevis,206.0,796.6,,,
2021-03-27,Aruba,Suriname,0.0,6.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592679,31,2022,api_football,Aruba,Suriname,191.0,867.94,123.0,1140.54,-272.5999999999999
2021-03-27,US Virgin Islands,Antigua and Barbuda,0.0,3.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592678,31,2022,api_football,US Virgin Islands,Antigua and Barbuda,207.0,776.6,165.0,986.58,-209.98000000000002
2021-03-28,Dominica,Panama,1.0,2.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592687,31,2022,api_football,Dominica,Panama,183.0,901.37,33.0,1540.43,-639.0600000000001
2021-03-28,Cuba,Curaçao,1.0,2.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592686,31,2022,api_football,Cuba,Curaao,166.0,980.49,81.0,1302.7,-322.21000000000004
2021-03-28,Puerto Rico,Trinidad and Tobago,1.0,1.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592689,31,2022,api_football,Puerto Rico,Trinidad and Tobago,156.0,1020.07,97.0,1227.32,-207.2499999999999
2021-03-28,Montserrat,El Salvador,1.0,1.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592684,31,2022,api_football,Montserrat,El Salvador,175.0,916.75,99.0,1226.65,-309.9000000000001
2021-03-30,Guyana,Bahamas,4.0,0.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592695,31,2022,api_football,Guyana,Bahamas,151.0,1041.9,206.0,796.6,245.30000000000007
2021-03-30,Cayman Islands,Canada,0.0,11.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592685,31,2022,api_football,Cayman Islands,Canada,195.0,851.74,29.0,1559.15,-707.4100000000001
2021-03-30,Belize,Turks and Caicos Islands,5.0,0.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592694,31,2022,api_football,Belize,Turks and Caicos Islands,181.0,910.74,204.0,803.98,106.75999999999999
2021-03-30,St. Vincent / Grenadines,British Virgin Islands,3.0,0.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592692,31,2022,api_football,St. Vincent / Grenadines,British Virgin Islands,,,208.0,776.54,
2021-03-30,Grenada,US Virgin Islands,1.0,0.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592690,31,2022,api_football,Grenada,US Virgin Islands,164.0,989.59,207.0,776.6,212.99
2021-03-30,Barbados,Anguilla,1.0,0.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592693,31,2022,api_football,Barbados,Anguilla,178.0,914.42,209.0,759.78,154.64
2021-03-31,Bermuda,Aruba,5.0,0.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592691,31,2022,api_football,Bermuda,Aruba,169.0,976.87,191.0,867.94,108.92999999999995
2021-06-02,Dominica,Anguilla,3.0,0.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592699,31,2022,api_football,Dominica,Anguilla,183.0,901.37,209.0,759.78,141.59000000000003
2021-06-02,Montserrat,US Virgin Islands,4.0,0.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592696,31,2022,api_football,Montserrat,US Virgin Islands,175.0,916.75,207.0,776.6,140.14999999999998
2021-06-02,Cuba,British Virgin Islands,5.0,0.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592698,31,2022,api_football,Cuba,British Virgin Islands,166.0,980.49,208.0,776.54,203.95000000000005
2021-06-02,Cayman Islands,Aruba,1.0,3.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592697,31,2022,api_football,Cayman Islands,Aruba,195.0,851.74,191.0,867.94,-16.200000000000045
2021-06-02,Puerto Rico,Bahamas,7.0,0.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592701,31,2022,api_football,Puerto Rico,Bahamas,156.0,1020.07,206.0,796.6,223.47000000000003
2021-06-04,Antigua and Barbuda,Grenada,1.0,0.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592702,31,2022,api_football,Antigua and Barbuda,Grenada,165.0,986.58,164.0,989.59,-3.009999999999991
2021-06-04,St. Kitts and Nevis,Guyana,3.0,0.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592707,31,2022,api_football,St. Kitts and Nevis,Guyana,,,151.0,1041.9,
2021-06-04,Guatemala,St. Vincent / Grenadines,10.0,0.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592704,31,2022,api_football,Guatemala,St. Vincent / Grenadines,94.0,1245.77,,,
2021-06-04,Suriname,Bermuda,6.0,0.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592703,31,2022,api_football,Suriname,Bermuda,123.0,1140.54,169.0,976.87,163.66999999999996
2021-06-04,Dominican Republic,Barbados,1.0,1.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592705,31,2022,api_football,Dominican Republic,Barbados,142.0,1077.49,178.0,914.42,163.07000000000005
2021-06-05,Nicaragua,Belize,3.0,0.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592706,31,2022,api_football,Nicaragua,Belize,131.0,1116.86,181.0,910.74,206.1199999999999
2021-06-05,Turks and Caicos Islands,Haiti,0.0,10.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592712,31,2022,api_football,Turks and Caicos Islands,Haiti,204.0,803.98,83.0,1294.49,-490.51
2021-06-05,Bahamas,Trinidad and Tobago,0.0,0.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592713,31,2022,api_football,Bahamas,Trinidad and Tobago,206.0,796.6,97.0,1227.32,-430.7199999999999
2021-06-05,British Virgin Islands,Curaçao,0.0,8.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592710,31,2022,api_football,British Virgin Islands,Curaao,208.0,776.54,81.0,1302.7,-526.1600000000001
2021-06-05,US Virgin Islands,El Salvador,0.0,7.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592708,31,2022,api_football,US Virgin Islands,El Salvador,207.0,776.6,99.0,1226.65,-450.05000000000007
2021-06-06,Anguilla,Panama,0.0,13.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592711,31,2022,api_football,Anguilla,Panama,209.0,759.78,33.0,1540.43,-780.6500000000001
2021-06-06,Aruba,Canada,0.0,7.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592709,31,2022,api_football,Aruba,Canada,191.0,867.94,29.0,1559.15,-691.21
2021-06-08,Guyana,Puerto Rico,0.0,2.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592725,31,2022,api_football,Guyana,Puerto Rico,151.0,1041.9,156.0,1020.07,21.83000000000004
2021-06-08,St. Vincent / Grenadines,Cuba,0.0,1.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592716,31,2022,api_football,St. Vincent / Grenadines,Cuba,,,166.0,980.49,
2021-06-08,Haiti,Nicaragua,1.0,0.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592718,31,2022,api_football,Haiti,Nicaragua,83.0,1294.49,131.0,1116.86,177.6300000000001
2021-06-08,Trinidad and Tobago,St. Kitts and Nevis,2.0,0.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592719,31,2022,api_football,Trinidad and Tobago,St. Kitts and Nevis,97.0,1227.32,,,
2021-06-08,Grenada,Montserrat,1.0,2.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592714,31,2022,api_football,Grenada,Montserrat,164.0,989.59,175.0,916.75,72.84000000000003
2021-06-09,Bermuda,Cayman Islands,1.0,1.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592721,31,2022,api_football,Bermuda,Cayman Islands,169.0,976.87,195.0,851.74,125.13
2021-06-09,Curaçao,Guatemala,0.0,0.0,World Cup - Qualification CONCACAF,,,,False,,0,0,0,592722,31,2022,api_football,Curaao,Guatemala,81.0,1302.7,94.0,1245.77,56.930000000000064
